nohup: 忽略输入
怎么开通畅享套餐合约版，太鸡肋了，帮我干掉吧 1
办理和家庭业务的方式发一下 0
我想开通和爱车业务需要花多少钱 0
畅听年卡的通话时长，我为啥办理不了呀 1
plus的权益 0
想办理20元20G 0
20元20G流量办理 0
我想开通年包5元包月卡需要花多少钱 0
怎么取消半年包欢乐套餐 0
你告诉我300元2020版两百打一年怎么开通 0
加油包开通一下，多少钱能开通 1
你好我办理的11元腾讯芒果7天5g流量包有其他什么服务吗 0
你好，家庭亲情网怎么退订 0
车主服务费怎么取消？ 0
取消惠享20元20GB 0
请问我想要退出亲情网怎么退啊 0
什么是200元2018版校园卡活动 0
我的20元20G流量包可以退订吗 0
怎么办理嗨购月包如何用 1
如何退订亲情 0
你好，我想取消五元3g，怎么办理多少钱能开通 1
是不是谁都可以办理60元年包大众卡 0
如何关闭代缴话费业务 0
1元小额版加速包太鸡肋了，帮我干掉吧 0
大兴卡开通一下太鸡肋了，帮我干掉吧 1
体验版-12个月嗨购月包怎么使用 0
我想办理个24元腾讯视频任我看聚力视频（pptv）流量包玩玩 0
取消?新20元 20G业务 0
我办理的6元咪咕流量包任我看视频流量包有多少流量 0
我想办理198元5g畅享套餐合约版，麻烦帮我开通一下 0
我为什么不能办理200元2019版校园卡活动 0
取消全网优惠特享权 0
互联网智能语音遥控器 0
昨天收到免费办理Plus 0
次月给对方听的铃音可以生效吗 0
我想办理19元电影vip互联网电视，麻烦帮我开通一下 0
你好，我能办理10元移动wlan套餐吗 0
如何提前终止全网普惠得流量 0
您好：怎么开通畅享套餐合约版有多少流量 1
全网普惠得流量是什么 0
你好，取消亲情网业务 0
6元咪咕流量包任我看咪咕流量是否能取消，有什么要求吗 0
请问怎样取消和家庭电话号码 0
你告诉我5元流量小时包怎么开通 0
能否把亲情网业务取消了？ 0
怎么办理视频5g加油流量包 0
因为什么无法退订5g智享套餐合约版，啥时候上线 1
通州卡如何取消 0
怎么开通亲情号码 0
北京郊区卡啥时候上线 0
全国亲情网是否开通 0
月包和年包的语音留言哪一个更优惠些呢 2
plus会员视频选项 0
什么时候可以取消15元流量加油包 0
我要办理70元优酷会员视频会员通用流量月包 0
我想办理18元咪咕专属定向流量包，麻烦帮我开通一下 0
芒果tv和PPtv的视频会员2GB通用流量7天包，流量多的是哪个，我想要流量多点的 2
什么时候可以办理腾讯视频流量如何用 1
我想办理20元20G的套餐 0
取消全网优惠享特权活动 0
您好 我想退订一下亲情网 0
合约版和合约版的5G智享套餐合约版开通方式一样不 2
芒果tv会员5gb通用流量加油包的套餐本月没用完，下月可以继续用吗 0
办理腾讯和芒果的视频会员5GB通用流量加油包的话，那个稍微便宜点 2
我要办理打两年300怎么办 0
因为什么无法退订5g家庭套餐，哪些情况下办理不了 1
如何加其它省份的亲情号码？ 0
怎么取消380元5g家庭套餐 0
显示今天未接来电 0
2019版和2020版的和4G校园套餐开通方式一样不 2
你好，办理1元小额版提速包需要什么条件？ 0
你告诉我为什么不能办理短信发送提醒，怎么办理 1
退订全国亲情号业务 0
多少钱能开通王者，什么时候可以办理 1
福利二选一怎么办理 0
无限量如何取消有什么要求 1
亲情号码怎样取消 0
plus为啥我取消不了 0
怎么删除139邮箱 0
比好，我办理的家庭计划成员可以刷视频吗 0
60元年包家园卡欢乐套餐有[内含其他服务]吗 0
我想办理9元网易头条系定向流量，麻烦帮我开通一下 0
我想取消全国亲情网增值服务怎么办理 0
介绍一下18元上网版移动王卡 0
我想要取消全国亲情网 0
18元普通版plus会员应该如何办理呀 0
您好，现在还有没有20元20GB的乐享套餐? 0
你好，我之前的5g家庭套餐到期了，想继续办理个，为啥呀，为啥不能办理 1
全国亲情网什么。 0
办理20g欢享券 0
你告诉我9元网易专属定向流量包怎么开通 0
什么是60元年包神州行畅听卡 0
关闭会员plus 0
家庭版5g畅享套餐什么时候发售 0
怎么取消加入亲情网 0
你好。 咨询一下可以办亲情号吗 0
咪咕流量包任我看视频流量包退订失败 0
亲情号O元开通在哪 0
家庭亲情全网取消 0
你好，我之前的校园300打一年到期了，想继续办理个 0
加速流量包开通一下，教教我怎么使用 1
这个畅享套餐合约版有多长的通话时间 0
您好：怎么开通机场流量套餐能取消吗 1
年包长途流量100m有[内含其他服务]吗 0
我想办理10元移动wlan套餐，麻烦帮我开通一下 0
麻烦问下我怎么加亲情号码做流量共享 0
5g流量升级包啥时候生效 0
plus会员流量在哪里办理 0
你告诉我15元畅享包快手app流量包怎么开通 0
什么时候可以办理18元上网版移动王卡 0
你好，我想取消20元20Gb惠享流量业余 0
9元芒果tv视频会员5gb通用流量7天包怎么购买 0
锦鲤卡什么时候发售 0
怎么办理8元流量加油包 0
20元20GB办理 0
为什么我不能开通2020版和4g校园套餐 0
你好，我能办理5元卡半年包吗，介绍一下 1
什么时候可以办理手机邮箱 0
22元年包和彩印如何取消 0
亲情网业务解除 0
我现在不需要3元机场流量包，怎么取消掉 0
取消30元40GB惠享流量券 0
怎么取消1元小额版高速流量套餐 0
5元2g太鸡肋了，帮我干掉吧，如何开通 1
你好，最便宜的畅享放心用套餐多少钱可以办理 0
是不是谁都可以办理9元百度火山小视频流量 0
惠享券退订 0
来来，关机不在服务区教教我咋用 0
无法退订2018版校园专属定向流量包 0
取消全国普惠流量 0
我想办理1元小额版流量加速，麻烦帮我开通一下 0
取消和彩云4T增益包 0
你好，我想取消模组套餐，怎么办理我要办理 1
介绍一下上网版移动王卡 0
亲情网怎么加人 0
办理月包和年包的个性化屏显业务的话，那个稍微便宜点 2
我想办理个200元2018版打两年300玩玩 0
20元20个G，开通当月按日折算 0
办个咪咕专属包刷视频，网易和百度哪个流量多一些 2
办理20元20g的套餐流量 0
5g智享套餐合约版里还有其他服务吗多少钱能开通 1
我想办理个5元叠加包玩玩 0
我可以办理任我用100吗，怎么取消 1
花一惠怎么购买 0
如何办理30元40G？已抽取 0
魔百盒如何使用 0
取消来电提醒半年包 0
我的20元20G流量这月就到期了，可以续订吗？ 0
为什么我不能开通9元网易专属定向流量包 0
取消20元20GB惠享流量劵 0
您好，还有30元40G的活动吗 0
腾讯上网套餐开通一下怎么使用 1
9元百度bilibili太鸡肋了，帮我干掉吧 0
惠享卡20元20G每月 0
5元流量日包是什么，给我介绍一下 0
我想办理个哔哩哔哩流量包玩玩什么时候发售 1
你告诉我花季守护怎么开通 0
刚办理的plus会员 0
我想开通咪咕流量包芒果vt需要花多少钱 0
小额版提速包什么时候发售 0
我想办个年包和彩印 0
怎么取消6元手机彩铃 0
半年包短信回执何时能用到 0
停止办理家庭亲情网业务 0
我想办个畅享套餐合约版 0
超市会员产品可以玩游戏吗 0
怎样取消亲情号套餐 0
这个18元2018版校园专属定向流量包有多少流量 0
开通任我看聚力视频（pptv）流量包需要多少钱什么时候发售 1
你好，我想取消短信发送报告，怎么办理，是什么，给我介绍一下 1
多少钱能开通老年卡18元 0
介绍一下优酷7天会员流量 0
哪些情况下办理不了百度包火山小视频流量 0
什么是欢乐优惠券 0
39元套餐的套餐本月没用完，下月可以继续用吗 0
亲情网套餐怎么取消 0
办个爱奇艺流量包刷视频，乐视会员和优酷会员哪个流量多一些 2
咪咕流量包和咪咕直播流量包的任我看快手哪一个更优惠些呢 2
限速恢复退订失败 0
喜马拉雅西玛拉雅是否能取消，有什么要求吗 0
您好：怎么开通22元年包和彩印 0
怎么办理魔百盒热剧vip连续包月 0
我想办个18元咪咕抖音流量包 0
什么是5g智享套餐个人版，能取消吗 1
免费亲情互打电话活动下月还有吗？ 0
20元20G的活动，每个月都要领一次么 0
电子发票接收邮箱怎么改 0
我可以办理20元20G流量包么 0
你好，我能办理流量可选包吗，能取消吗 1
暖心流量包开通 0
10元腾讯视频会员5gb通用流量加油包我啥时可以办理 0
我为什么不能办理5g家庭套餐 0
移动电视盒子怎么使用，介绍一下 1
是不是谁都可以办理全球通版plus会员 0
是不是谁都可以办理18元网易专属定向流量包 0
plus会员营业厅给我开通了，我怎么领取？ 0
什么时候可以取消咪咕流量包任我看视频流量包 0
plus会员不能领视频会员了吗？ 0
什么时候可以取消200元5g家庭套餐 0
5元日充流量何时能用到 0
20元20GB取消 0
我想取消我的和家庭业务 0
15元大陆及港澳台版提速日租包为什么退订不了 0
你好，我想咨询一下220元机顶盒是否能取消掉，不想用了 0
想办理20元20GB的套餐 0
取消和彩云4T优惠亨 0
移动王卡惠享合约怎么退订 0
我想办个12元半年包关机不在服务区 0
得花多少钱去开通快手流量包 0
帮我介绍一下9元百度包专属定向流量包的开通条件 0
和留言怎么关 0
如何取消我的通话圈？ 0
怎么开通5g智享套餐家庭版有多少流量 1
和留言免费年包 0
为啥呀，为啥不能办理阶梯版提速包 0
你好，我之前的65元乐视会员70爱奇艺到期了，想继续办理个 0
办理流量福袋 0
全网普惠得流量活动退订 0
你告诉我2元五元3g怎么开通 0
如何取消和家庭成员 0
全网优惠特权都有什么 0
取消+和留言服务 0
全网优惠享特权是什么 0
多少钱能开通车主服务，怎么购买 1
什么是12元半年包短信回执 0
为什么我不能开通200元2019版打两年300 0
是不是谁都可以办理百度包专属定向流量包 0
亲情网如何办理 0
我的流量福袋能退吗？ 0
取消和家庭分享业务 0
你好，我想取消全网优惠享特权那个业务，怎么取消？ 0
和留言年包撤销 0
短信发送报告太鸡肋了，帮我干掉吧 0
288元畅享放心用套餐开通应该如何操作 0
我想退掉亲情服务 0
什么是惠享流量 0
你好，我能办理12元半年包短信回执吗 0
我现在不需要300元2020版五百打两年，怎么取消掉 0
plus会员那个数字特权有的领不了 0
你好，办理100元和家庭流量包需要什么条件？ 0
如何办亲情号？ 0
你好我办理的60元年包家园卡欢乐套餐有其他什么服务吗 0
次月入网首充赠礼营销活动可以生效吗 0
30元5gb半价体验版可以玩游戏吗 0
这个手机视频流量包流量够用的吗，什么是 1
为啥呀，为啥不能办理爱奇艺视频会员5gb通用流量7天包 0
我想办个5元139邮箱 0
3元月包短信发送提醒啥时候上线 0
我想办理个畅聊套餐玩玩什么时候可以取消 1
什么时候可以办理和爱车业务，教教我怎么使用 1
10元家庭亲情通话我啥时可以办理 0
我想要办理20块钱，20g 0
如何关闭代付费 0
我想办理个和家庭免费赠送号卡活动玩玩 0
种树的游戏结转的要求或规则是啥样的 0
怎么办理6元彩铃 0
你好语音信箱怎么开通 0
你告诉我为什么不能办理1元校园wlan 0
流量20元20G在哪办理 0
全国亲情号项目取消 0
哪些情况下办理不了200元2018版校园卡活动 0
Plus会员有套路？ 0
我想取消和留言 0
30元半年包神州行5元卡是什么，给我介绍一下 0
70元优酷会员视频会员通用流量月包怎么购买 0
现在办理的30元40g现在可以用吗 0
2018版校园卡活动太鸡肋了，帮我干掉吧 0
1元移动wlan套餐啥时候上线 0
你好，我想取消2019版校园卡活动，怎么办理 0
怎样取消和彩云包 0
年包和半年包的长途套餐，便宜的是哪个 2
如何办理30元的欢乐优惠券？ 0
120元半年包畅听年卡为什么退订不了 0
机顶盒视频会员 0
我想办理半年30元，半年包和年包的开通方式一样吗 2
阶梯版提速日租包何时能用到 0
我要办理随心看会员怎么办 0
加开流量如何取消，为啥呀，为啥不能办理 1
你好，我想取消158元畅享套餐合约版，怎么办理 0
开通3元彩铃服务 0
怎么办理18元乐享版移动王卡 0
你好，我要取消和4G校园套餐，请问2019版和2020版的取消方式有区别吗 2
怎么退出亲情网全国版 0
1元小额版限速恢复应该如何办理呀 0
忘了电视如何取消，教教我怎么使用 1
长途套餐能取消吗，你告诉我为什么不能办理 1
59元互联网智能语音遥控器开通 0
是不是谁都可以办理49元2020版和4g校园套餐 0
70元优酷会员爱奇艺流量包退订失败 0
我想办个18元基础版超级流量王 0
怎么能退出全国亲情网？ 0
流量福袋介绍、如何办理 0
80元5g家庭套餐何时能用到 0
我想办理个15元大陆及港澳台版提速玩玩 0
通话圈业务怎么关闭 0
我为什么不能办理年包个性化屏显业务 0
取消和彩云4T优惠享标示策划 0
全网普惠的流量 0
为什么我不能开通9元芒果tv视频会员5gb通用流量7天包 0
腾讯7天5g流量包应该如何办理呀 0
我办理的优酷会员视频会员通用流量月包有多少流量 0
20元20个G的我能开通体验吗 0
我办理的298元畅享套餐合约版有多少流量 0
我开通了全网优惠想特权的活动 0
什么时候可以办理短信发送报告如何用 1
你告诉我128元畅享套餐合约版怎么开通 0
机场流量套餐多少钱，怎么取消 1
plus会员权益是按月享受其中一次吗？ 0
30元高速流量套餐什么时候发售 0
怎么办理298元5g畅享套餐合约版 0
半年包来电提醒如何取消 0
我想办理个机场流量套餐玩玩 0
全国亲情网取消了吗 0
语音摇控器怎么办理 0
网易包应该如何办理呀 0
我想办个天5g流量包 0
您好：怎么开通2020版开学季活动 0
288元畅享放心用应该如何办理呀 0
你好，我想取消5元卡半年包，怎么办理 0
减免套餐费活动我啥时可以办理 0
20元20G惠享流量券怎么取消 0
我想办个9元百度网易包 0
您好！我想退订家庭亲情网业务 0
亲情号码怎么办理 0
半年包短信发送报告怎么购买 0
666参与活动 0
你告诉我为什么不能办理优酷会员手机视频流量包 0
家庭亲情网怎么取消不了 0
最贵的畅享放心用套餐多少钱 0
老人的套餐卡我啥时可以办理 0
如何班理亲情号 0
plus会员卡给我取消掉 0
你告诉我为什么不能办理贴心流量券，开通应该如何操作 1
我为什么不能办理60元年包长途流量100m 0
取消20元20g流量券活动 0
帮我退一下全国亲情网 0
我现在不需要1元小额版提速包，怎么取消掉 0
plus权益没有开通成功 0
魔百和如何取消 0
亲情网号码取消 0
退订家庭亲情业务 0
新全球通畅享套餐怎么购买，我为什么不能办理 1
开通100元移动电视盒子 0
为什么我不能开通60元年包半年30元 0
你好，办理2019版开学季活动需要什么条件？ 0
plus会员领取的权益可以取消吗 0
您好，我要取消亲情网10元业务 0
300元2019版校园卡活动何时能用到 0
我现在不需要30元加开流量，怎么取消掉 0
办好了19元电影vip互联网电视怎么使用 0
你好我办理的19元宝藏版花呗卡有其他什么服务吗 0
开通2018版校园专属定向流量包需要多少钱 0
到哪办理20元欢享卷 0
我的plus会员是那个档的 0
为啥呀，为啥不能办理半年包神州行5元卡 0
80元5g家庭套餐为什么退订不了 0
爱奇艺7天的流量包有[内含其他服务]吗 0
我可以办理22元年包和彩印吗 0
关掉语音留言 0
全国亲情网怎么算是取消 0
和家庭分享优惠套餐 0
快手流量有多少流量是什么，给我介绍一下 1
我办理视频会员5GB通用流量7天包，爱奇艺和芒果tv的花的钱是否一样 2
我想开通700流量加油包需要花多少钱 0
长途流量100m我啥时可以办理 0
半年包短信发送报告如何取消 0
我想开通忘了电视需要花多少钱 0
什么时候可以办理10元芒果视频5g加油流量包 0
我办理的畅享套餐合约版有多少流量，是什么，给我介绍一下 1
你好，我的腾讯视频24元流量可以退吗？怎么办理 1
退办全国亲情网 0
5g智享套餐合约版的通话时长，为啥我取消不了 1
5g家庭套餐开通应该如何操作，如何取消 1
20块钱20G的流量怎么办理 0
更换5g智想套餐家庭版，流量是否自动转移 0
2020版开学季活动多少钱 0
我要办理加油包怎么办，是什么，给我介绍一下 1
什么时候可以办理5g智享套餐个人版 0
为什么我不能开通11元腾讯优酷7天5g流量包 0
30元高速流量套餐如何取消 0
plus取消权益 0
你好，我之前的新全球通畅享套餐到期了，想继续办理个 0
你好，我之前的5g智享套餐合约版到期了，想继续办理个为什么退订不了 1
2019充值短信优惠活动 0
我本身是18元套餐，开通移动plus会员还要再加18元吧 0
你告诉我70元爱奇艺会员65乐视怎么开通 0
200元5g家庭套餐开通 0
我想办个5元大兴卡 0
怎么取消9元芒果tv视频会员5gb通用流量7天包 0
退订和家庭流量分享 0
60元年包畅聊套餐里还有其他服务吗 0
退了亲情卡 0
我要办理5元五元3g怎么办 0
plus会员已开通，权益怎么领取 0
我要取消通话圈功能 0
你告诉我5g家庭套餐怎么开通，有什么要求 1
什么是爱奇艺会员手机视频流量包 0
怎样取消和彩云 0
腾讯视频任我看咪咕流量何时能用到 0
办理打两年300的2018版和2019版，含有的其它服务有区别吗 2
咪咕直播流量包任我看芒果tv退订失败 0
我现在不需要15元畅享包快手定向流量包，怎么取消掉 0
我办理的不限量有多少流量介绍一下 1
20元移动wlan套餐啥时候上线 0
您好，我想取消我的“通话圈”功能 0
我想办个30元年包语音留言 0
5g智享套餐合约版有[内含其他服务]吗 0
怎么开通30元流量加油包 0
您好现在还有30元40G的流量套餐 0
是不是谁都可以办理5元卡，什么时候可以办理 1
办理20元20G欢享 0
腾讯视频24元流量多少钱，怎么开通 1
请问还有30元40G欢享卡吗 0
北京移动Plus会员，领取权益时提示没有订购 0
享特权专区是哪个 0
你好！我想取消每月5元的彩铃服务 0
腾讯视频啥时候上线，是什么，给我介绍一下 1
65元乐视会员视频会员通用流量月包为什么退订不了 0
15元大陆及港澳台版提速包啥时候上线 0
Plus福利 0
恢复亲情网 0
是不是谁都可以办理188元任我用套餐 0
怎么取消200元2019版校园300打一年 0
爱奇艺和芒果tv的视频会员5GB通用流量7天包开通方式一样不 2
快手流量怎么购买 0
1元任我用wlan太鸡肋了，帮我干掉吧 0
60元年包神州行5元卡太鸡肋了，帮我干掉吧 0
20元20G的套餐，怎么取消？ 0
日充流量多少钱 0
亲情号在哪里添加 0
什么时候可以办理网易流量包怎么开通 1
你好，我想取消快手流量，怎么办理能取消吗 1
多少钱能开通cmcc，哪些情况下办理不了 1
流量欢享劝 0
叠加包带多少的流量为什么退订不了 1
您好：怎么开通咪咕直播 0
增加全国亲情网号码 0
我要取消亲情号的业务，在这里能取消吗？ 0
为啥呀，为啥不能办理60元年包长途流量100m 0
我为什么不能办理plus会员 0
花卡亲情号 0
介绍一下6元彩铃 0
没收到社区通讯管家礼包 0
帮我介绍一下5元卡的开通条件，多少钱能开通 1
你好，我之前的3元月包短信回执到期了，想继续办理个 0
关闭20元20G套餐 0
如何取消通话圈套餐？ 0
为什么我不能开通解除限速太鸡肋了，帮我干掉吧 1
15元3g太鸡肋了，帮我干掉吧有什么要求 1
惠享流量券20元活动 0
您好，请帮我取消亲情网业务 0
Plus会员里面有包括视频会员，这个会员怎么开通 0
刚刚办的业务说有plus会员 怎么办理呢 0
帮我介绍一下解除限速的开通条件 0
12元半年包来电提醒应该如何办理呀 0
您好，我现在是plus会员么 0
办理20元20GB套餐 0
你好，我想下个月取消亲情网，怎么办理？ 0
开通22元年包和彩印 0
帮我把全网普惠流量取消 0
增值PIUS怎样取消 0
我要办理加油包怎么办 0
小额版流量加速太鸡肋了，帮我干掉吧 0
互联网电视儿童包 0
取消本月plus会员权益，重新领 0
你好，我之前的22元年包和彩印到期了，想继续办理个 0
什么时候可以办理普惠套餐 0
开通神b 0
取消惠享流量套餐打QXHXLL30就可以了吗 0
介绍一下18元北京通手机卡 0
怎么办理爱奇艺会员视频会员通用流量月包 0
怎么办理暖心包，介绍一下 1
畅享包快手定向流量包开通 0
20块钱20个G的那个业务怎么办理的 0
我要办理畅享套餐合约版 0
家庭计划办理 0
天气预报咨询版 0
我现在不需要爱奇艺会员手机视频流量包，怎么取消掉 0
加速包的使用方法 0
邮箱收费退订 0
我为什么不能办理18元海包 0
我为什么不能办理2020版和4g校园套餐 0
办理20元20G 0
流量月包升档可以玩游戏吗 0
20元20g惠享退订 0
你好，我之前的畅享套餐首充活动到期了，想继续办理个，太鸡肋了，帮我干掉吧 1
20元每月赠一G的那个套餐具体情况能介绍一下吗？ 0
我要办理优酷会员视频会员通用流量月包怎么办 0
来来，15元咪咕直播流量包任我看优酷视频教教我咋用 0
办理任我看咪咕流量，咪咕流量包和咪咕直播流量包的流量一不一样 2
来来，普通版plus教教我咋用 0
500元2020版校园卡活动开通 0
怎么取消百度懂车帝500it [00:00, 8680.12it/s]
0it [00:00, ?it/s] 0
比好，我办理的家庭副卡可以刷视频吗 0
我想取消我的全国亲情网套餐 0
我可以办理30元40g的流量套餐吗 0
你告诉我18元2018版移动校园专属优惠怎么开通 0
49元2020版和4g校园套餐带多少G的流量 0
我想办理个个性化屏显业务玩玩 0
你告诉我2020版和校园怎么开通 0
全国亲情组网 0
这个11元腾讯视频会员5gb通用流量7天包有多少流量 0
这个18元老人的套餐卡有多少流量 0
办理30元40 0
日充流量开通应该如何操作 0
3元首都机场流量业务是否能取消，有什么要求吗 0
介绍一下15元大陆及港澳台版提速包 0
北京移动plus会员权益卡里还有其他服务吗 0
亲情网，统付版哪开通 0
多少钱能开通爱奇艺7天5g视频会员流量包 0
1元云邮包活动太鸡肋了，帮我干掉吧 0
亲情网减免 0
半年包家园卡欢乐套餐有什么要求 0
你告诉我8元流量加油包怎么开通 0
您好，我要办理一下30元40GB欢享套餐业务 0
怎么办理500元加油包 0
怎么办理开通20元20GB欢享优惠券 0
取消20元20G欢乐券 0
牛卡我啥时可以办理，怎么办理 1
月包和年包的和留言年包所花的钱一样不？ 2
和家庭成员添加 0
我要办理5元139邮箱 0
我想办理个畅享套餐合约版玩玩 0
什么时候可以取消任我看应该如何办理呀 1
我想开通300老年优待卡需要花多少钱 0
随心看会员开通应该如何操作，多少钱能开通 1
王者荣耀我为啥办理不了呀 0
什么是40元wlan流量套餐 0
您好家庭计划如何加人 0
介绍一下198元畅享套餐合约版 0
我要办理70元爱奇艺会员视频会员通用流量月包怎么办 0
新欢享优惠活动 0
移动校园优惠包太鸡肋了，帮我干掉吧，我为什么不能办理 1
和彩云什么意思 0
20元20GB欢乐优享券办理 0
这个无限量有多长的通话时间 0
我可以办理惠享流量吗 0
如何退订20元20GB流量包 0
畅想放心用怎么购买什么时候可以取消 1
得花多少钱去开通语音遥控器，应该如何办理呀 1
怎么办理11元腾讯一周流量 0
11元腾讯视频会员5gb通用流量7天包里还有其他服务吗 0
我的20元20G套餐到期日？ 0
5g套餐升档折扣活动啥时候上线 0
抖音流量包的套餐本月没用完，下月可以继续用吗 0
5元流量加油包怎么购买 0
爱奇艺会员视频会员通用流量月包何时能用到 0
请帮我取消全网普惠得流量活动 0
这个畅享套餐合约版有多少流量是什么，给我介绍一下 1
如何把“家庭亲情网”取消？ 0
plus会员语音赠送服务 0
次月北京移动plus会员权益卡可以生效吗 0
如何添加家庭号 0
如何取消30元40G套餐 0
亲情号加号码 0
家庭亲情取消 0
300元2019版校园卡活动开通应该如何操作 0
你好，我要取消年套餐天气，请问月包和年包的取消方式有区别吗 2
我想办理20元20G的套餐 0
取消全网优惠享特权活动 0
您好 我想退订一下亲情网 0
合约版和合约版的5G智享套餐合约版开通方式一样不 2
芒果tv会员5gb通用流量加油包的套餐本月没用完，下月可以继续用吗 0
办理腾讯和芒果的视频会员5GB通用流量加油包的话，那个稍微便宜点 2
我要办理打两年300怎么办 0
因为什么无法退订5g家庭套餐，哪些情况下办理不了 1
如何加其它省份的亲情号码？ 0
怎么取消380元5g家庭套餐 0
显示今天未接来电 0
2019版和2020版的和4G校园套餐开通方式一样不 2
你好，办理1元小额版提速包需要什么条件？ 0
你告诉我为什么不能办理短信发送提醒，怎么办理 1
退订全国亲情号业务 0
多少钱能开通王者，什么时候可以办理 1
福利二选一怎么办理 0
无限量如何取消有什么要求 1
亲情号码怎样取消 0
plus为啥我取消不了 0
怎么删除139邮箱 0
比好，我办理的家庭计划成员可以刷视频吗 0
60元年包家园卡欢乐套餐有[内含其他服务]吗 0
我想办理9元网易头条系定向流量，麻烦帮我开通一下 0
我想取消全国亲情网增值服务怎么办理 0
介绍一下18元上网版移动王卡 0
我想要取消全国亲情网 0
18元普通版plus会员应该如何办理呀 0
您好，现在还有没有20元20GB的乐享套餐? 0
你好，我之前的5g家庭套餐到期了，想继续办理个，为啥呀，为啥不能办理 1
全国亲情网什么。 0
办理20g欢享券 0
你告诉我9元网易专属定向流量包怎么开通 0
什么是60元年包神州行畅听卡 0
关闭会员plus 0
家庭版5g畅享套餐什么时候发售 0
怎么取消加入亲情网 0
你好。 咨询一下可以办亲情号吗 0
咪咕流量包任我看视频流量包退订失败 0
亲情号O元开通在哪 0
家庭亲情全网取消 0
你好，我之前的校园300打一年到期了，想继续办理个 0
加速流量包开通一下，教教我怎么使用 1
这个畅享套餐合约版有多长的通话时间 0
您好：怎么开通机场流量套餐能取消吗 1
年包长途流量100m有[内含其他服务]吗 0
我想办理10元移动wlan套餐，麻烦帮我开通一下 0
麻烦问下我怎么加亲情号码做流量共享 0
5g流量升级包啥时候生效 0
plus会员流量在哪里办理 0
你告诉我15元畅享包快手app流量包怎么开通 0
什么时候可以办理18元上网版移动王卡 0
你好，我想取消20元20Gb惠享流量业余 0
9元芒果tv视频会员5gb通用流量7天包怎么购买 0
锦鲤卡什么时候发售 0
怎么办理8元流量加油包 0
20元20GB办理 0
为什么我不能开通2020版和4g校园套餐 0
你好，我能办理5元卡半年包吗，介绍一下 1
什么时候可以办理手机邮箱 0
22元年包和彩印如何取消 0
亲情网业务解除 0
我现在不需要3元机场流量包，怎么取消掉 0
取消30元40GB惠享流量券 0
怎么取消1元小额版高速流量套餐 0
5元2g太鸡肋了，帮我干掉吧，如何开通 1
你好，最便宜的畅享放心用套餐多少钱可以办理 0
是不是谁都可以办理9元百度火山小视频流量 0
惠享券退订 0
来来，关机不在服务区教教我咋用 0
无法退订2018版校园专属定向流量包 0
取消全国普惠流量 0
我想办理1元小额版流量加速，麻烦帮我开通一下 0
取消和彩云4T增益包 0
你好，我想取消模组套餐，怎么办理我要办理 1
介绍一下上网版移动王卡 0
亲情网怎么加人 0
办理月包和年包的个性化屏显业务的话，那个稍微便宜点 2
我想办理个200元2018版打两年300玩玩 0
20元20个G，开通当月按日折算 0
办个咪咕专属包刷视频，网易和百度哪个流量多一些 2
办理20元20g的套餐流量 0
5g智享套餐合约版里还有其他服务吗多少钱能开通 1
我想办理个5元叠加包玩玩 0
我可以办理任我用100吗，怎么取消 1
花一惠怎么购买 0
如何办理30元40G？已抽取 0
魔百盒如何使用 0
取消来电提醒半年包 0
我的20元20G流量这月就到期了，可以续订吗？ 0
为什么我不能开通9元网易专属定向流量包 0
取消20元20GB惠享流量劵 0
您好，还有30元40G的活动吗 0
腾讯上网套餐开通一下怎么使用 1
9元百度bilibili太鸡肋了，帮我干掉吧 0
惠享卡20元20G每月 0
5元流量日包是什么，给我介绍一下 0
我想办理个哔哩哔哩流量包玩玩什么时候发售 1
你告诉我花季守护怎么开通 0
刚办理的plus会员 0
我想开通咪咕流量包芒果vt需要花多少钱 0
小额版提速包什么时候发售 0
我想办个年包和彩印 0
怎么取消6元手机彩铃 0
半年包短信回执何时能用到 0
停止办理家庭亲情网业务 0
我想办个畅享套餐合约版 0
超市会员产品可以玩游戏吗 0
怎样取消亲情号套餐 0
这个18元2018版校园专属定向流量包有多少流量 0
开通任我看聚力视频（pptv）流量包需要多少钱什么时候发售 1
你好，我想取消短信发送报告，怎么办理，是什么，给我介绍一下 1
多少钱能开通老年卡18元 0
介绍一下优酷7天会员流量 0
哪些情况下办理不了百度包火山小视频流量 0
什么是欢乐优惠券 0
39元套餐的套餐本月没用完，下月可以继续用吗 0
亲情网套餐怎么取消 0
办个爱奇艺流量包刷视频，乐视会员和优酷会员哪个流量多一些 2
咪咕流量包和咪咕直播流量包的任我看快手哪一个更优惠些呢 2
限速恢复退订失败 0
喜马拉雅西玛拉雅是否能取消，有什么要求吗 0
您好：怎么开通22元年包和彩印 0
怎么办理魔百盒热剧vip连续包月 0
我想办个18元咪咕抖音流量包 0
什么是5g智享套餐个人版，能取消吗 1
免费亲情互打电话活动下月还有吗？ 0
20元20G的活动，每个月都要领一次么 0
电子发票接收邮箱怎么改 0
我可以办理20元20G流量包么 0
你好，我能办理流量可选包吗，能取消吗 1
暖心流量包开通 0
10元腾讯视频会员5gb通用流量加油包我啥时可以办理 0
我为什么不能办理5g家庭套餐 0
移动电视盒子怎么使用，介绍一下 1
是不是谁都可以办理全球通版plus会员 0
是不是谁都可以办理18元网易专属定向流量包 0
plus会员营业厅给我开通了，我怎么领取？ 0
